2021-01-26 00:00:00.058 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:05:00.369 [ThreadPoolTaskScheduler-1] INFO  c.l.w.pharmaux.service.impl.PharmStockService - wardHaveDrugBoxes:[{"boxCode":"[1, 13, 2, 10, 17]","boxPosition":"0-1-D","boxType":2,"drugCode":"41296","sublevelBoxCode":"0"},{"boxCode":"[1, 14, 2, 10, 18]","boxPosition":"0-2-D","boxType":2,"drugCode":"41296","sublevelBoxCode":"0"},{"boxCode":"[1, 15, 2, 10, 19]","boxPosition":"0-3-D","boxType":2,"drugCode":"41296","sublevelBoxCode":"0"},{"boxCode":"[1, 16, 2, 10, 20]","boxPosition":"0-4-D","boxType":2,"drugCode":"41296","sublevelBoxCode":"0"},{"boxCode":"[1, 17, 2, 10, 21]","boxPosition":"0-5-D","boxType":2,"drugCode":"40764","sublevelBoxCode":"0"},{"boxCode":"[1, 18, 2, 10, 22]","boxPosition":"0-6-D","boxType":2,"drugCode":"40764","sublevelBoxCode":"0"},{"boxCode":"[1, 19, 2, 10, 23]","boxPosition":"0-7-D","boxType":2,"drugCode":"40764","sublevelBoxCode":"0"},{"boxCode":"[1, 20, 2, 10, 24]","boxPosition":"0-9-D","boxType":2,"drugCode":"40764","sublevelBoxCode":"0"},{"boxCode":"[1, 21, 2, 10, 25]","boxPosition":"0-10-D","boxType":2,"drugCode":"6","sublevelBoxCode":"0"},{"boxCode":"[1, 22, 2, 10, 26]","boxPosition":"0-1-C","boxType":2,"drugCode":"41296","sublevelBoxCode":"0"},{"boxCode":"[1, 23, 2, 10, 27]","boxPosition":"0-2-C","boxType":2,"drugCode":"41296","sublevelBoxCode":"0"},{"boxCode":"[1, 24, 2, 10, 28]","boxPosition":"0-7-C","boxType":2,"drugCode":"43044","sublevelBoxCode":"0"},{"boxCode":"[1, 25, 2, 10, 29]","boxPosition":"0-8-C","boxType":2,"drugCode":"6","sublevelBoxCode":"0"},{"boxCode":"[1, 26, 2, 10, 30]","boxPosition":"0-9-C","boxType":2,"drugCode":"6","sublevelBoxCode":"0"},{"boxCode":"[1, 27, 2, 10, 31]","boxPosition":"0-10-C","boxType":2,"drugCode":"6","sublevelBoxCode":"0"},{"boxCode":"[1, 28, 2, 10, 32]","boxPosition":"0-1-B","boxType":2,"drugCode":"44091","sublevelBoxCode":"0"},{"boxCode":"[1, 29, 2, 10, 33]","boxPosition":"0-2-B","boxType":2,"drugCode":"44091","sublevelBoxCode":"0"},{"boxCode":"[1, 30, 2, 10, 34]","boxPosition":"0-7-B","boxType":2,"drugCode":"43044","sublevelBoxCode":"0"},{"boxCode":"[1, 31, 2, 10, 35]","boxPosition":"0-8-B","boxType":2,"drugCode":"43044","sublevelBoxCode":"0"},{"boxCode":"[1, 32, 2, 10, 36]","boxPosition":"0-9-B","boxType":2,"drugCode":"6","sublevelBoxCode":"0"},{"boxCode":"[1, 33, 2, 10, 37]","boxPosition":"0-10-B","boxType":2,"drugCode":"6","sublevelBoxCode":"0"},{"boxCode":"[1, 34, 2, 10, 38]","boxPosition":"0-1-A","boxType":2,"drugCode":"44091","sublevelBoxCode":"0"},{"boxCode":"[1, 35, 2, 10, 39]","boxPosition":"0-2-A","boxType":2,"drugCode":"44091","sublevelBoxCode":"0"},{"boxCode":"[1, 36, 2, 10, 40]","boxPosition":"0-7-A","boxType":2,"drugCode":"43044","sublevelBoxCode":"0"},{"boxCode":"[1, 38, 2, 10, 42]","boxPosition":"0-8-A","boxType":2,"drugCode":"43044","sublevelBoxCode":"0"},{"boxCode":"[1, 39, 2, 10, 43]","boxPosition":"0-9-A","boxType":2,"drugCode":"43044","sublevelBoxCode":"0"},{"boxCode":"[1, 40, 2, 10, 44]","boxPosition":"0-10-A","boxType":2,"drugCode":"6","sublevelBoxCode":"0"}]
2021-01-26 00:05:00.370 [ThreadPoolTaskScheduler-1] INFO  c.l.w.pharmaux.quartz.OrderFetchDrugStatTask - 今日2021-01-25医嘱取药率统计结果为：{"wardName":"(新区)CCU病区","msgType":"msg_work_stat","fromUser":"pharm","id":"a262f805b3fd4a308354bd4acfab4b76","wardCode":"2000370","content":{"target":[{"result":100,"targetName":"医嘱取药率统计","divisor":0,"statDay":"2021-01-25","targetCode":"orderFetchDrugStat","statPeriod":"day","dividend":0,"resultUnit":"%"}]}}
2021-01-26 00:05:00.378 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.quartz.BoxUsedStatTask - 今日2021-01-26药盒使用率统计结果为：{"wardName":"(新区)CCU病区","msgType":"msg_work_stat","fromUser":"pharm","id":"5914cd1e58184664ba71157cc72b52ae","wardCode":"2000370","content":{"target":[{"result":100.00,"targetName":"药盒使用率","divisor":27,"statDay":"2021-01-26","targetCode":"boxUsedStat","statPeriod":"day","dividend":27,"resultUnit":"%"}]}}
2021-01-26 00:05:00.386 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.quartz.BoxUsedStatTask - 今日2021-01-26抽屉使用率统计结果为：{"wardName":"(新区)CCU病区","msgType":"msg_work_stat","fromUser":"pharm","id":"b19eae44e3724aebb1a36ce24d184e2d","wardCode":"2000370","content":{"target":[{"result":0.00,"targetName":"抽屉使用率","divisor":12,"statDay":"2021-01-26","targetCode":"drawerUsedStat","statPeriod":"day","dividend":0,"resultUnit":"%"}]}}
2021-01-26 00:05:10.046 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:05:10.046 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:05:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:05:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:05:30.050 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:05:30.051 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:05:40.055 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:05:40.055 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:05:50.039 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:05:50.040 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:06:00.051 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:06:00.051 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:06:10.098 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:06:10.099 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:06:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:06:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:06:30.059 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:06:30.060 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:06:40.063 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:06:40.064 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:06:50.081 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:06:50.081 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:07:00.063 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:07:00.064 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:07:10.047 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:07:10.047 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:07:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:07:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:07:30.051 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:07:30.051 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:07:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:07:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:07:50.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:07:50.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:08:00.050 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:08:00.050 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:08:10.054 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:08:10.055 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:08:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:08:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:08:30.049 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:08:30.050 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:08:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:08:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:08:50.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:08:50.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:09:00.053 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:09:00.054 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:09:10.047 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:09:10.047 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:09:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:09:20.054 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:09:30.054 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:09:30.055 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:09:40.081 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:09:40.081 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:09:46.711 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":220,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:46.712 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":220,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:46.712 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":220,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:46.712 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":220,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:46.914 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":221,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:46.914 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":221,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:46.915 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":221,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:46.915 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":221,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.147 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":222,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.147 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":222,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:47.148 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":222,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:47.148 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":222,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.371 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":223,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.371 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":223,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:47.372 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":223,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:47.372 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":223,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.581 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":224,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.581 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":224,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:47.582 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":224,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:47.583 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":224,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.789 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":225,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:47.789 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":225,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:47.790 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":225,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:47.790 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":225,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.003 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":226,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.004 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":226,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:48.004 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":226,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:48.004 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":226,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.213 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":227,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.213 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":227,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:48.214 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":227,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:48.214 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":227,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.407 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":228,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.408 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":228,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:09:48.408 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":228,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:09:48.408 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":228,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.628 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":229,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:09:48.628 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":229,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
